,UEI,Start Date,End Date,Duration(Days),Main Cause,Districts,State,Extent of damage ,Event Source
605,UEI-IMD-FL-1971-0010,01/09/1971 00:00,14/09/1971 00:00,14,floods,"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Shrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagarnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar, Auraiya, Faizabad, Kanpur Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipur, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, South Twenty Four Pargan, Darjiling, Jalpaiguri, Dakshin Dinajpur, Maldahh, Murshidabad, Birbhum, Nadia, Purba Bardhaman, Puruliya, Bankura, North Twenty Four Pargan*","Uttar Pradesh, West Bengal, Bihar",,IMD
606,UEI-IMD-FL-1971-0011,22/09/1971 00:00,28/09/1971 00:00,7,floods,"Pashchim Champaran, Purba Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Gondiya, Bhandara, Jalgaon, Wardha, Buldana, Akola, Nashik, Gadchiroli, Washim, Chandrapur, Yavatmal, Jalna, Ahmadnagar, Hingoli, Nanded, Parbhani, Pune, Bid, Mumbai, Latur, Osmanabad, Solapur, Satara, Ratnagiri, Sangli, Kolhapur, Sindhudurg, Thane, Palghar, Nandurbar, Amravati, Dhule, Nagpur, Aurangabad, Raigarh, Mumbai Suburban","Bihar, Maharastra",,IMD
607,UEI-IMD-FL-1971-0012,08/10/1971 00:00,14/10/1971 00:00,7,floods,,Assam,"Caused disruption of traffic,communication,loss of life. Several thousands of people were rendered homeless",IMD
608,UEI-IMD-FL-1971-0013,01/01/1971 00:00,31/12/1971 00:00,365,floods,"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Shrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagarnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar, Auraiya, Faizabad, Kanpur Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipur, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Pashchim Champaran, Purba Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Baudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagapur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Debagarh, Sambalpur, South Twenty Four Pargan, Darjiling, Jalpaiguri, Dakshin Dinajpur, Maldahh, Murshidabad, Birbhum, Nadia, Purba Bardhaman, Puruliya, Bankura, North Twenty Four Pargan*","Uttar Pradesh, Bihar, Odisha, West Bengal","Property worth Rs. 526/- crores was damaged in floods, making this year the most flood-stricken year since 1954. The total population in the country affected by floods was estimated as 57 million,the total area affected as 12.5 million hectares, including a cropped area of 5.87 million hectares",IMD
609,UEI-IMD-FL-1972-0001,08/05/1972 00:00,21/05/1972 00:00,14,heavy rains,,Kerala,"Caused floods,land-slides in many parts of the state. Property worth about two crores of rupees was reported to have been destroyed,there was some loss of life also.",IMD
610,UEI-IMD-FL-1972-0002,15/05/1972 00:00,21/05/1972 00:00,7,heavy rains,,Jammu and Kashmir,Resulting in loss of some lives,IMD
611,UEI-IMD-FL-1972-0003,01/06/1972 00:00,07/06/1972 00:00,7,heavy rains,Tumkur,Karnataka,"Caused large scale damage to crops,houses. ",IMD
612,UEI-IMD-FL-1972-0004,15/06/1972 00:00,28/06/1972 00:00,14,heavy rains,,Maharastra,"Railway services,communication systems got dislocated due to heavy rains",IMD
613,UEI-IMD-FL-1972-0005,15/06/1972 00:00,21/06/1972 00:00,7,heavy rains,,Assam,"Floods in Brahmaputra river, caused damage to crops,property worth over Rs. 5 crores. About 200 villages were affected,nearly 6 lakhs of people were rendered homeless",IMD
614,UEI-IMD-FL-1972-0006,01/07/1972 00:00,14/07/1972 00:00,14,heavy rains,,Kerala,"Caused damage to property,coconut groves. Some loss of life was also reported",IMD
615,UEI-IMD-FL-1972-0007,01/07/1972 00:00,07/07/1972 00:00,7,heavy rains,,Delhi,"Caused serious traffic dislocations,flooded low lying areas. ",IMD
616,UEI-IMD-FL-1972-0008,08/07/1972 00:00,21/07/1972 00:00,14,floods,"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Baudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagapur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Debagarh, Sambalpur, Pashchim Champaran, Purba Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Morigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metropolitanpolitan, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong, South Twenty Four Pargan, Darjiling, Jalpaiguri, Dakshin Dinajpur, Maldahh, Murshidabad, Birbhum, Nadia, Purba Bardhaman, Puruliya, Bankura, North Twenty Four Pargan*","Odisha, Bihar, Assam, West Bengal",Caused damage to property worth Rs. 11 crores. Nearly 10 lakh peple were rendered homeless,IMD
617,UEI-IMD-FL-1972-0009,01/08/1972 00:00,14/08/1972 00:00,14,heavy rains,,Jammu and Kashmir,"Caused damage to life,property",IMD
618,UEI-IMD-FL-1972-0010,15/08/1972 00:00,21/08/1972 00:00,7,heavy rains,"Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Shrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagarnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar, Auraiya, Faizabad, Kanpur Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipur, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh","Uttar Pradesh, East Rajasthan","Caused floods in Narmada river,the tributaries affecting hundreds of villages in Madhya Pradesh,Gujarat. Floods also caused dislocation in road,rail communication during the same week floods in the rivers ",IMD
619,UEI-IMD-FL-1973-0001,08/03/1973 00:00,14/03/1973 00:00,7,heavy rains,Kashmir valley,Jammu and Kashmir,"Cut of from rest of the country communications by air, ground,telegram",IMD
620,UEI-IMD-FL-1973-0002,01/05/1973 00:00,14/05/1973 00:00,14,floods,,Assam,"Damaing Paddy cropsover vast area, Loss of life,damage to property exceeded Rs. 255 crores. ",IMD
621,UEI-IMD-FL-1973-0003,01/04/1973 00:00,07/04/1973 00:00,7,heavy rains,Few districts,Maharastra,"Loss of life,property",IMD
622,UEI-IMD-FL-1973-0004,01/06/1973 00:00,07/06/1973 00:00,7,,"Cooch Behar, Alipurduar, Jalpaiguri, Darjeeling,Kalimpong,Uttar Dinajpur, Dakshin Dinajpur,Maldah",West Bengal,More than a lakh people were affected by the floods that swept over,IMD
623,UEI-IMD-FL-1973-0005,08/06/1973 00:00,21/06/1973 00:00,14,floods,"Darrang, Sonitpur,Udalguri",Assam,"Caused considerable damage to paddy,other crops",IMD
624,UEI-IMD-FL-1973-0006,22/06/1973 00:00,28/06/1973 00:00,7,floods,"Cachar, Karimganj, Hailakandi",Assam,3 lakhs acres of land were eroded by flood waters,IMD
625,UEI-IMD-FL-1973-0007,01/07/1973 00:00,14/07/1973 00:00,14,heavy rains,"Churu, Jhunjhunun, Jaisalmer, Sikar, Alwar, Jaipur, Jodhpur, Bharatpur, Nagaur, Dausa, Karauli, Dhaulpur, Barmer, Sawai Madhopur, Tonk, Pali, Bhilwara, Jalor, Bundi, Kota, Sirohi, Baran, Udaipur, Jhalawar, Dungarpur, Banswara, Ajmer, Rajsamand, Chittaurgarh, Ganganagar, Hanumangarh, Bikaner, Pratapgarh, Pashchim Champaran, Purba Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Burhanpur, Morena, Bhind, Gwalior, Sheopur, Shivpuri, Tikamgarh, Neemuch, Rewa, Satna, Guna, Ashoknagar, Mandsaur, Singrauli, Sidhi, Sagar, Damoh, Shajapur, Vidisha, Rajgarh, Shahdol, Katni, Umaria, Ratlam, Bhopal, Ujjain, Raisen, Sehore, Jabalpur, Dewas, Anuppur, Jhabua, Dindori, Narsimhapur, Dhar, Indore, Mandla, Hoshangabad, Seoni, Alirajpur, Chhindwara, Harda, West Nimar, East Nimar, Balaghat, Barwani, Agar Malwa, Datia, Chhatarpur, Panna, Betul, Niwari, Valsad, Amreli, The Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmadabad, Panch Mahals, Dohad, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Aravalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka, Morbi, Navsari, Gondiya, Bhandara, Jalgaon, Wardha, Buldana, Akola, Nashik, Gadchiroli, Washim, Chandrapur, Yavatmal, Jalna, Ahmadnagar, Hingoli, Nanded, Parbhani, Pune, Bid, Mumbai, Latur, Osmanabad, Solapur, Satara, Ratnagiri, Sangli, Kolhapur, Sindhudurg, Thane, Palghar, Nandurbar, Amravati, Dhule, Nagpur, Aurangabad, Raigarh, Mumbai Suburban, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Shrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagarnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar, Auraiya, Faizabad, Kanpur Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipur, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh","Rajasthan, Bihar, Madhya Pradesh, Gujarat, Maharastra, Uttar Pradesh","Caused damage in life,property. Crops worth several crores of rupees were damaged or destroyed",IMD
626,UEI-IMD-FL-1973-0008,15/07/1973 00:00,21/07/1973 00:00,7,floods,"Burhanpur, Morena, Bhind, Gwalior, Sheopur, Shivpuri, Tikamgarh, Neemuch, Rewa, Satna, Guna, Ashoknagar, Mandsaur, Singrauli, Sidhi, Sagar, Damoh, Shajapur, Vidisha, Rajgarh, Shahdol, Katni, Umaria, Ratlam, Bhopal, Ujjain, Raisen, Sehore, Jabalpur, Dewas, Anuppur, Jhabua, Dindori, Narsimhapur, Dhar, Indore, Mandla, Hoshangabad, Seoni, Alirajpur, Chhindwara, Harda, West Nimar, East Nimar, Balaghat, Barwani, Agar Malwa, Datia, Chhatarpur, Panna, Betul, Niwari,Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Baudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagapur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Debagarh, Sambalpur",Madhya Pradesh,,IMD
627,UEI-IMD-FL-1973-0009,22/07/1973 00:00,28/07/1973 00:00,7,"heavy rains, floods","Shimla, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Shrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagarnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar, Auraiya, Faizabad, Kanpur Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipur, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Pashchim Champaran, Purba Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, South Twenty Four Pargan, Darjiling, Jalpaiguri, Dakshin Dinajpur, Maldahh, Murshidabad, Birbhum, Nadia, Purba Bardhaman, Puruliya, Bankura, North Twenty Four Pargan*","Himachal Pradesh, Uttar Pradesh, Bihar,  West Bengal","Completely cut off from rest of the country , Crops,property worth two crores of rupees were destroyed, Floods continuing during August, severely affected the Brahmaputra valley, causing extensive damage to crops,loss of life",IMD
628,UEI-IMD-FL-1973-0010,08/08/1973 00:00,14/08/1973 00:00,7,floods,"Kupwara, Bandipore, Baramula, Ganderbal, Anantnag, Kishtwar, Srinagar, Badgam, Pulwama, Punch, Shupiyan, Kulgam, Rajouri, Ramban, Reasi, Doda, Jammu, Kathua, Udhampur, Samba, Muzaffarabad, Mirpur, 
Gurdaspur, Hoshiarpur, Amritsar, Jalandhar, Tarn Taran, Rupnagar, Shahid Bhagat Singh Nagar, Fazilka, Moga, Ludhiana, Sahibzada Ajit Singh Nag**, Faridkot, Fatehgarh Sahib, Sri Muktsar Sahib, Sangrur, Barnala, Bathinda, Patiala, Mansa, Firozpur, Pathankot, Kapurthala, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Shrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagarnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar, Auraiya, Faizabad, Kanpur Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipur, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Morigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metropolitanpolitan, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong, Upper Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Subansiri, East East Kameng, West Kameng, West East Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Upper Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Lepa Rada, Kamle","Jammu and Kashmir, Punjab, Uttar Pradesh, Assam,  Arunachal Pradesh ",Caused havoc,IMD
629,UEI-IMD-FL-1973-0011,15/08/1973 00:00,31/08/1973 00:00,17,severe flood,,Rajasthan,"Flood water affected 14 million people,damaged nearly 10 lakh hectares of standing crops.",IMD
630,UEI-IMD-FL-1973-0012,15/08/1973 00:00,21/08/1973 00:00,7,floods,"Churu, Jhunjhunun, Jaisalmer, Sikar, Alwar, Jaipur, Jodhpur, Bharatpur, Nagaur, Dausa, Karauli, Dhaulpur, Barmer, Sawai Madhopur, Tonk, Pali, Bhilwara, Jalor, Bundi, Kota, Sirohi, Baran, Udaipur, Jhalawar, Dungarpur, Banswara, Ajmer, Rajsamand, Chittaurgarh, Ganganagar, Hanumangarh, Bikaner, Pratapgarh, Gurdaspur, Hoshiarpur, Amritsar, Jalandhar, Tarn Taran, Rupnagar, Shahid Bhagat Singh Nagar, Fazilka, Moga, Ludhiana, Sahibzada Ajit Singh Nag**, Faridkot, Fatehgarh Sahib, Sri Muktsar Sahib, Sangrur, Barnala, Bathinda, Patiala, Mansa, Firozpur, Pathankot, Kapurthala, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Shrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagarnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar, Auraiya, Faizabad, Kanpur Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipur, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh","Rajasthan, Punjab, Uttar Pradesh","The estimated damage to crops,property was over Rs. 43 crores",IMD
631,UEI-IMD-FL-1973-0013,31/08/1973 00:00,31/08/1973 00:00,1,heavy rains,,Gujarat,Had a fall of 50 cms rain,IMD
632,UEI-IMD-FL-1973-0014,31/08/1973 00:00,09/09/1973 00:00,10,floods,,Gujarat,"In two spells, caused destruction of property,crops worth Rs. 120 crores ",IMD
633,UEI-IMD-FL-1973-0016,01/10/1973 00:00,07/10/1973 00:00,7,floods,"Mirzapur,Prayagraj,Pratapgarh,Bahraich,Gonda,Basti,Jaunpur,Ghazipu, Purba Champaran, Araria, Kishanganj, Madhubani, Sheohar, Sitamarhi, Supaul,Pashchim Champaran","Uttar Pradesh, Bihar",,IMD
634,UEI-IMD-FL-1973-0017,08/10/1973 00:00,14/10/1973 00:00,7,severe floods,"Pashchim Champaran, Purba Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Baudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagapur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Debagarh, Sambalpur, South Twenty Four Pargan*, Darjiling, Jalpaiguri, Dakshin Dinajpur, Maldahh, Murshidabad, Birbhum, Nadia, Purba Bardhaman, Puruliya, Bankura, North Twenty Four Pargan*","Bihar, Odisha, West Bengal, Assam, Andhra Pradesh",About 50 Lakhs of people being seriously affected,IMD
635,UEI-IMD-FL-1974-0001,01/06/1974 00:00,01/09/1974 00:00,93,inceasant rains ,"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Morigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metropolitanpolitan, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",Assam,"The Brahmaputra,its tributaries were in high spate causing floods, This floods caused extensive damage to property,loss of human lives,cattle, in addition to rendering many people homeless. Wild animals of a sanctuary in the catchment area which is a tourist attraction either perished or left the sactuary for safer places. Paddy,Jute crops were destroyed as cultivated area remaining long under water. The total damage was estimated to be the order of Rs. 50 crores",IMD
636,UEI-IMD-FL-1974-0002,01/07/1974 00:00,03/08/1974 00:00,34,floods,"Pashchim Champaran, Purba Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, South Twenty Four Pargan*, Darjiling, Jalpaiguri, Dakshin Dinajpur, Maldahh, Murshidabad, Birbhum, Nadia, Purba Bardhaman, Puruliya, Bankura, North Twenty Four Pargan*","Bihar, West Bengal","Loss of human lives,cattle were reported from the Jalpaiguri district in West Bengal",IMD
637,UEI-IMD-FL-1974-0003,01/07/1974 00:00,07/08/1974 00:00,38,heavy rains,Mumbai (Colaba),Maharastra,"Recorded,exceptionally heavy rainfall of 58cm in Twenty Four hours on 5th July, which was the highest on record. Low level areas in Mumbai were heavily flooded,city life was completely paralysed. Damage to Railway,public property was estimated at Rs. 6 crores.",IMD
638,UEI-IMD-FL-1974-0004,01/07/1974 00:00,07/07/1974 00:00,7,inceasant rains ,Ratnagiri,Maharastra,Landslide occured due to heavy rains,IMD
639,UEI-IMD-FL-1974-0005,22/07/1974 00:00,28/07/1974 00:00,7,floods,"Kasaragod, Wayanad, Kozhikode, Malappuram, Palakkad, Thrissur, Idukki, Ernakulam, Alappuzha, Kottayam, Pathanamthitta, Kannur,Bidar, Kalaburagi, Belagavi, Yadgir, Bagalkote, Raichur, Koppal, Gadag, Ballari, Dharwad, Uttara Kannada, Haveri, Chitradurga, Davanagere, Shivamogga, Udupi, Chikkamagaluru, Chikkaballapura, Hassan, Kolar, Bengaluru Rural Rural, Bangalore, Kodagu, Chamarajanagara, Tumakuru, Ramanagara, Mandya, Mysuru, Vijayapura","Kerala, Karnataka","Causing extensive damage to crops,property worth several lakhs of rupees. Many were rendered homelesss. Loss of life was also reported. The worst affected district in Kerala was Idikki which also experienced landslides",IMD
